#,Unknown0,Unknown1
0,TEXT_CHRHDB932_05379_SEQ_00,셰셰네 청린샘에 있는 힐디브랜드는 그 어느 때보다 걱정이 되는 듯하다.
1,TEXT_CHRHDB932_05379_SEQ_01,힐디브랜드는 루와테니야사에서 늑대 같은 마물이 나타났다는 소문이 돌고 있다는 이야기를 들었다고 한다. 샬로니 황야의 루와테니야사로 이동해 '할디보일드'와 대화하자.
2,TEXT_CHRHDB932_05379_SEQ_02,"할디보일드와 대화하고, 세 사람은 늑대 마물에 대한 탐문 조사를 하기로 했다. 루와테니야사에 있는 '할디보일드'와 대화하고 동행하자."
3,TEXT_CHRHDB932_05379_SEQ_03,"할디보일드, 힐디브랜드와 동행을 시작했다. 할디보일드, 힐디브랜드와 동행한 상태로 루와테니야사 주민들에게 늑대 마물에 대한 정보를 모으자.

※ 동행 상태가 해제되었을 경우, 루와테니야사에 있는 '할디보일드' 또는 '힐디브랜드'에게 말을 걸면 동행을 다시 시작할 수 있습니다."
4,TEXT_CHRHDB932_05379_SEQ_04,"늑대 마물이 작물이 든 자루를 훔쳐 간 모양이다. 다시 할디보일드, 힐디브랜드와 동행한 상태로 루와테니야사 주민들에게 늑대 마물에 대한 정보를 모으자."
5,TEXT_CHRHDB932_05379_SEQ_05,"늑대 마물에 대한 정보를 얻지 못했다. 다시 한번 할디보일드, 힐디브랜드와 동행한 상태로 루와테니야사 주민들에게 늑대 마물에 대한 정보를 모으자."
6,TEXT_CHRHDB932_05379_SEQ_06,늑대 마물이 루뉴카와파의 영역에서 목격되었다고 한다. 샬로니 황야의 야타나네 초원으로 이동해 '할디보일드'와 대화하자.
7,TEXT_CHRHDB932_05379_SEQ_07,"주변에서 파괴범 카와헤알로의 모습이 보이지 않아, 단서를 찾아보기로 했다. 에쉬케야니 황야에서 파괴범의 단서를 찾자."
8,TEXT_CHRHDB932_05379_SEQ_08,", ,  찾았다. 에쉬케야니 황야에 있는 '할디보일드'에게 모은 단서를 가져다주자."
9,TEXT_CHRHDB932_05379_SEQ_09,"할디보일드에게 단서를 건네고, 그가 과거에 조수를 잃었던 이야기를 들었다. 그리고 범인의 증거를 확보했으니, 자경대에 전해주기로 했다. 샬로니 황야의 후사타위 역마을에 있는 '케마카'와 대화하자."
10,TEXT_CHRHDB932_05379_SEQ_10,"케마카와 대화하고 있는데, 범인으로부터 샬로니 역의 기관차를 파괴하겠다는 범행 예고가 도착했다고 한다. 모험가 일행은 서둘러 현장으로 향했고, 힐디브랜드와 할디보일드는 힘을 합쳐 파괴범 카와헤알로의 범행을 저지하는 데 성공했다. 그러자 그곳에 케마카가 급히 달려왔지만, 그자의 정체는 다름 아닌 카넬리안이었다. 그리고 카넬리안은 목적을 달성했다는 말을 남기고 사라졌다. 후사타위 역마을에 있는 '케마카'와 대화하자."
11,TEXT_CHRHDB932_05379_SEQ_11,"나슈 마카라카는 풀려났지만, 자경대 대원이 셰셰네 청린샘에서 대량의 청린수가 강탈당했다는 소식을 보고하러 왔다. 아무래도 남자 연구자의 목적은 자경대를 샬로니 역으로 끌어들여, 경비가 허술해진 틈을 노리는 것이었던 모양이다. 솔루션 나인의 레크리에이션 존으로 돌아가, '할디보일드'와 대화하자."
12,TEXT_CHRHDB932_05379_SEQ_12,할디보일드는 계속해서 데이터를 복원해 보겠다고 한다. 타이밍을 봐서 다시 할디보일드를 찾아오자.
13,TEXT_CHRHDB932_05379_SEQ_13,
14,TEXT_CHRHDB932_05379_SEQ_14,
15,TEXT_CHRHDB932_05379_SEQ_15,
16,TEXT_CHRHDB932_05379_SEQ_16,
17,TEXT_CHRHDB932_05379_SEQ_17,
18,TEXT_CHRHDB932_05379_SEQ_18,
19,TEXT_CHRHDB932_05379_SEQ_19,
20,TEXT_CHRHDB932_05379_SEQ_20,
21,TEXT_CHRHDB932_05379_SEQ_21,
22,TEXT_CHRHDB932_05379_SEQ_22,
23,TEXT_CHRHDB932_05379_SEQ_23,
24,TEXT_CHRHDB932_05379_TODO_00,할디보일드와 대화
25,TEXT_CHRHDB932_05379_TODO_01,할디보일드와 대화하고 동행
26,TEXT_CHRHDB932_05379_TODO_02,"할디보일드, 힐디브랜드와 동행한 상태로
 루와테니야사에서 정보 수집"
27,TEXT_CHRHDB932_05379_TODO_03,"할디보일드, 힐디브랜드와 동행한 상태로
 루와테니야사에서 다시 정보 수집"
28,TEXT_CHRHDB932_05379_TODO_04,"할디보일드, 힐디브랜드와 동행한 상태로
 루와테니야사에서 또다시 정보 수집"
29,TEXT_CHRHDB932_05379_TODO_05,할디보일드와 대화
30,TEXT_CHRHDB932_05379_TODO_06,파괴범의 단서 찾기
31,TEXT_CHRHDB932_05379_TODO_07,할디보일드에게 단서 전달
32,TEXT_CHRHDB932_05379_TODO_08,케마카와 대화
33,TEXT_CHRHDB932_05379_TODO_09,케마카와 다시 대화
34,TEXT_CHRHDB932_05379_TODO_10,솔루션 나인에 있는 할디보일드와 대화
35,TEXT_CHRHDB932_05379_TODO_11,
36,TEXT_CHRHDB932_05379_TODO_12,
37,TEXT_CHRHDB932_05379_TODO_13,
38,TEXT_CHRHDB932_05379_TODO_14,
39,TEXT_CHRHDB932_05379_TODO_15,
40,TEXT_CHRHDB932_05379_TODO_16,
41,TEXT_CHRHDB932_05379_TODO_17,
42,TEXT_CHRHDB932_05379_TODO_18,
43,TEXT_CHRHDB932_05379_TODO_19,
44,TEXT_CHRHDB932_05379_TODO_20,
45,TEXT_CHRHDB932_05379_TODO_21,
46,TEXT_CHRHDB932_05379_TODO_22,
47,TEXT_CHRHDB932_05379_TODO_23,
48,TEXT_CHRHDB932_05379_HARDIBOILED_100_000,"쳇, 바벌레는 딱 질색이야……."
49,TEXT_CHRHDB932_05379_HILDIBRAND_000_000,"큰일입니다, 나슈가 붙잡혀 갔어요!
빨리 진범을 붙잡아서 나슈를 풀어줘야 합니다……!"
50,TEXT_CHRHDB932_05379_HARDIBOILED_000_001,"위험한 물건을 가지고 있었으니 의심은 피할 수 없겠지만,
오두막과 설비를 파괴한 진범은 파괴범 카와헤알로일 거다.
녀석을 붙잡아 누명을 벗겨 주자고."
51,TEXT_CHRHDB932_05379_HILDIBRAND_000_002,"저희는 탐문 조사 중에,
못 보던 늑대 마물에 대한 이야기를 들었습니다.
'루냐냐냐사'라는 마을에서 소문이 돌고 있다고 하더군요."
52,TEXT_CHRHDB932_05379_HARDIBOILED_000_003,"무슨 말이야? '루냐테냐사'겠지.
나 원 참, 뭐 하나 똑바로 말하는 게 없군."
53,TEXT_CHRHDB932_05379_HARDIBOILED_000_004,"아, 아아…… 맞아, '루와테니야사'였다……
아무튼 거기로 가보도록 하자."
54,TEXT_CHRHDB932_05379_HILDIBRAND_000_010,"이곳이 루냐…… 뭐시기군요.
신사적으로, 실례가 없도록 새 옷으로 갈아입었습니다."
55,TEXT_CHRHDB932_05379_HARDIBOILED_000_020,"그럼 바로 늑대 마물에 대해 탐문 조사를 해 보자고.
소문을 물어보는 것뿐이니, 여기선 셋이 함께 움직이자.
준비를 마치면 내게 말을 걸어 줘."
56,TEXT_CHRHDB932_05379_HILDIBRAND_000_025,루냐테니야사…… 가 맞는 거죠!?
57,TEXT_CHRHDB932_05379_HARDIBOILED_000_030,"좋아, 그럼 늑대 마물에 대해
주민들에게 물어보자."
58,TEXT_CHRHDB932_05379_SYSTEM_000_031,（★未使用／削除予定★）
59,TEXT_CHRHDB932_05379_SYSTEM_000_032,（★未使用／削除予定★）
60,TEXT_CHRHDB932_05379_SYSTEM_000_033,（★未使用／削除予定★）
61,TEXT_CHRHDB932_05379_Q1_000_000,무엇을 하시겠습니까?
62,TEXT_CHRHDB932_05379_A1_000_001,대화
63,TEXT_CHRHDB932_05379_A1_000_002,동행 상태 해제
64,TEXT_CHRHDB932_05379_A1_000_003,취소
65,TEXT_CHRHDB932_05379_HARDIBOILED_000_040,"흩날리는 모래 먼지가 진실을 감추려 해도 내 눈을 속일 순 없어.
이 터프가이 선글라스를 쓰고 있으면 말이야."
66,TEXT_CHRHDB932_05379_HILDIBRAND_000_041,"자경단에게 끌려간 나슈는
지금쯤 얼마나 불안에 떨고 있을까요.
한시라도 빨리, 풀어줘야 합니다……."
67,TEXT_CHRHDB932_05379_A2_000_045,**'가마'에 관해 대화
68,TEXT_CHRHDB932_05379_HARDIBOILED_000_046,"가마로 불을 때다니, 솔루션 나인에선 상상도 못 할 일이다.
우린 취사도 전부 일렉트로프 기기로 해결하니까 말이야."
69,TEXT_CHRHDB932_05379_HARDIBOILED_000_047,"잠깐만…… 가마에서 구운 훈제란도 괜찮을 것 같은데?
다음번에 만들어 봐야겠군."
70,TEXT_CHRHDB932_05379_HILDIBRAND_000_048,"가마라고 하니 생각나는군요. 어머님께서 종종
특대형 가마로 황야염소 통구이를 만들어 주시곤 하셨답니다.
야성미가 넘치는 수컷을 써야 특히 제맛이라고 말씀하셨죠."
71,TEXT_CHRHDB932_05379_A3_000_050,**'집'에 관해 대화
72,TEXT_CHRHDB932_05379_HARDIBOILED_000_051,"집은 아웃스커츠의 집들과 비슷하군.
그러고 보니, 그 마을 주민은 원래 '바깥세상'의 사람들이었지."
73,TEXT_CHRHDB932_05379_HARDIBOILED_000_052,"30년 전, 갑자기 마을과 사람들이 나타났을 땐 얼마나 놀랐는지 몰라.
당시 난 막 탐정을 시작한 신출내기, 그야말로 풋내기 반숙이었어.
그리고 그녀도 아직…… 아니, 아무것도 아니다."
74,TEXT_CHRHDB932_05379_HILDIBRAND_000_053,"소박하지만 아름다운 의장이군요.
아버님이 보시면 영감을 얻을 수 있겠다며 기뻐하실 것 같습니다."
75,TEXT_CHRHDB932_05379_HILDIBRAND_000_054,"헉, 혹시 또 근처에……?"
76,TEXT_CHRHDB932_05379_SYSTEM_000_060,동행 상태를 해제하시겠습니까?
77,TEXT_CHRHDB932_05379_HARDIBOILED_000_061,"이봐, 한창 파괴범을 추적하는 와중에 다른 볼일이냐?
아까 거기서 기다릴 테니, 빨리 해치우고 와."
78,TEXT_CHRHDB932_05379_HILDIBRAND_000_062,"뭐라고요? 이럴 때 볼일이 있단 말입니까?
아까 그 장소에서 기다릴 테니,
나슈를 위해서라도 빨리 돌아오셔야 합니다!"
79,TEXT_CHRHDB932_05379_HARDIBOILED_000_070,"돌아왔군.
늑대 마물에 대해 주민들에게 물어보자."
80,TEXT_CHRHDB932_05379_HILDIBRAND_000_071,"기다리고 있었습니다!
늑대 마물에 대해 주민분들께 물어보도록 하죠!"
81,TEXT_CHRHDB932_05379_SYSTEM_000_073,"이 퀘스트를 진행하려면
할디보일드, 힐디브랜드가 동행한 상태로
플레이어 가까이에 있어야 합니다."
82,TEXT_CHRHDB932_05379_SYSTEM_000_074,"동행자가 아직 도착하지 않았다.
근처까지 데리러 가서 함께 이야기를 듣자."
83,TEXT_CHRHDB932_05379_VILLAGERA05379_000_080,"맞아, 맞아. 처음 보는 늑대처럼 생긴 마물이 글쎄,
농작물을 담아둔 자루를 훔쳐 가 버렸어.
생긴 건 마물이었지만, 행동거지가 꼭 인간 같더군."
84,TEXT_CHRHDB932_05379_HILDIBRAND_000_081,"흠, 아마 배가 고팠나 보군요.
그런데 늑대 마물이라면 육식을 하지 않나요?"
85,TEXT_CHRHDB932_05379_HARDIBOILED_000_082,"마물의 모습이어도 알맹이는 인간이니,
배가 고프면 인간의 음식을 먹고 싶겠지."
86,TEXT_CHRHDB932_05379_HARDIBOILED_000_083,"식량을 훔쳐 간 걸 보면,
녀석은 당분간 이 근처에서 숨어 지낼 모양이군."
87,TEXT_CHRHDB932_05379_VILLAGERA05379_000_085,"처음 보는 늑대처럼 생긴 마물이
농작물을 담아둔 자루를 훔쳐 가 버렸어.
생긴 건 마물이었지만, 행동거지가 꼭 인간 같더군."
88,TEXT_CHRHDB932_05379_VILLAGERB05379_000_086,"아니, 대체 언제 오는 거야……"
89,TEXT_CHRHDB932_05379_VILLAGERC05379_000_087,이걸로 충분하겠지……
90,TEXT_CHRHDB932_05379_VILLAGERB05379_000_090,"그거라면, 내가 본 건 마물이라기보단
작고 귀여운 동물이었는데…… 크앙크앙 하고 울던걸."
91,TEXT_CHRHDB932_05379_HILDIBRAND_000_091,"오오, 새로운 정보로군요!
이거 혹시, 파괴범 카헤헤얄로에게……"
92,TEXT_CHRHDB932_05379_HILDIBRAND_000_092,부하가 있다는 뜻!?
93,TEXT_CHRHDB932_05379_HARDIBOILED_000_093,"여전히 추리 한번 엉망진창이군…….
크앙크앙 하고 우는 동물에 관한 소문은 트루뷰에서도 들었다.
이 사건과는 관계가 없을 거야."
94,TEXT_CHRHDB932_05379_VILLAGERB05379_000_095,"내가 본 건 마물이라기보단
작고 귀여운 동물이었는데, 크앙크앙 하고 울던걸.
그 아일 찾으러 간 녀석이 있는데, 아직 안 왔어……."
95,TEXT_CHRHDB932_05379_VILLAGERC05379_000_100,"아아, 늑대처럼 생긴 마물이라면 마을 남쪽에서 여러 번 봤어.
그 부근은 사나운 루뉴카와파의 영역이라,
사람들은 좀처럼 가까이 가지 않는 곳인데……."
96,TEXT_CHRHDB932_05379_VILLAGERC05379_000_101,"난 자생하는 선인장을 채집하러 그쪽에 자주 가거든.
그때마다 녀석이 골짜기로 가는 걸 보곤 했어.
강한 상대인 걸 눈치챘는지, 루뉴카와파도 건드리질 않더라고."
97,TEXT_CHRHDB932_05379_HARDIBOILED_000_102,"그렇군, 녀석이 거기 숨어 있는 모양이다.
여기서 남쪽에 있다는 루뉴카와파의 영역으로 가보자."
98,TEXT_CHRHDB932_05379_VILLAGERC05379_000_105,"늑대처럼 생긴 마물이라면 마을 남쪽에 있는,
루뉴카와파의 영역에서 봤어.
골짜기로 가는 모습을 몇 번이나 봤지."
99,TEXT_CHRHDB932_05379_HILDIBRAND_000_106,저게 뉴루루카파인가요……?
100,TEXT_CHRHDB932_05379_HARDIBOILED_000_110,"보아하니 카와헤알로의 모습은 안 보이는군.
하지만 녀석은 틀림없이 이곳에 숨어 있어."
101,TEXT_CHRHDB932_05379_HARDIBOILED_000_111,"흩어져서 파괴범의 단서를 찾아보자.
뭔가를 발견하면 내게 알려줘."
102,TEXT_CHRHDB932_05379_HILDIBRAND_000_115,"이, 이건…… 어쩜 이렇게 깜찍한……"
103,TEXT_CHRHDB932_05379_GIANTBEAVER05379_000_116,크앙크앙!
104,TEXT_CHRHDB932_05379_HARDIBOILED_000_117,이건 어디서 슬쩍해온 거지……?
105,TEXT_CHRHDB932_05379_SYSTEM_000_120,"작물이 담긴 자루가 놓여 있다.
파괴범이 루와테니야사에서 훔친 물건인 것 같다."
106,TEXT_CHRHDB932_05379_SYSTEM_000_121,"빈 증류주 병이 굴러다니고 있다.
파괴범이 어딘가에서 훔쳐 온 것일까?"
107,TEXT_CHRHDB932_05379_SYSTEM_100_122,"글자가 적힌 쪽지가 떨어져 있다.
그런데 어째서인지, 그 옆에 바벌레가 있다……."
108,TEXT_CHRHDB932_05379_SYSTEM_000_122,"바벌레는 사라졌다…….
쪽지에는 파괴범의 일기 같은 것이 쓰여 있다."
109,TEXT_CHRHDB932_05379_SYSTEM_000_123,"파괴범의 단서를 다 찾은 듯하다.
할디보일드에게 건네주러 가자."
110,TEXT_CHRHDB932_05379_HILDIBRAND_000_125,"크앙, 크앙크앙…… 크앙크앙크앙……"
111,TEXT_CHRHDB932_05379_HARDIBOILED_000_130,"나는 녀석이 훔친 걸로 보이는 술병을 발견했는데……
너는 뭘 찾았지?"
112,TEXT_CHRHDB932_05379_HARDIBOILED_000_131,"호오, 너도 빈 증류주 병을……
작물이 든 자루는 루와테니야사에서 훔친 것인가 보군.
그런데, 그 쪽지는……?"
113,TEXT_CHRHDB932_05379_HARDIBOILED_000_132,"아무래도 파괴범의 일기 같군.
어디, 읽어 보자."
114,TEXT_CHRHDB932_05379_HARDIBOILED_000_133,"(-파괴범의 일기-)오늘도 아무에게도 들키지 않고 무사히 파괴에 성공했다.
그나저나, 카와헤알로의 힘은 정말 굉장하다.
작은 오두막을 단번에 산산조각 내버렸다."
115,TEXT_CHRHDB932_05379_HARDIBOILED_000_134,"(-파괴범의 일기-)남자 연구자로부터 연락이 왔다.
청린수 탱크를 넘겨줄 테니 더 요란하게 파괴해 달라나.
내 파괴 인생 최대의 쇼가 펼쳐질 것 같군."
116,TEXT_CHRHDB932_05379_HARDIBOILED_000_135,"우리 예상대로, 지난번의 그 절도범처럼
파괴범 카와헤알로 역시 남자 연구자에게 이용당하고 있는 것 같군."
117,TEXT_CHRHDB932_05379_HILDIBRAND_000_136,"흐음, 그건 그렇고
이런 증거를 남겨 놓다니, 상당히 생각이 짧군요."
118,TEXT_CHRHDB932_05379_HARDIBOILED_000_137,"그 녀석은 예전에 붙잡혔을 때도 일기에 범행 기록을 남겨 둬서
그게 결정적인 증거가 됐어.
그 짓을 또 반복한다는 건 뭔가 의도가 있거나, 아니면……"
119,TEXT_CHRHDB932_05379_HARDIBOILED_000_138,그냥 바보인 거겠지.
120,TEXT_CHRHDB932_05379_HILDIBRAND_000_139,"그나저나 청린수 탱크를 갖고 있다면,
자칫 폭발 사고가 생길 수도 있겠군요.
화기는 금물이니, 할디보일드 씨의 총도 조심하셔야겠습니다."
121,TEXT_CHRHDB932_05379_HARDIBOILED_000_140,"훗, 걱정은 붙들어 매라고…….
내 총은 일렉트로프제라, 번개 에테르로 충전하거든."
122,TEXT_CHRHDB932_05379_HARDIBOILED_000_141,"그리고 속성을 변환할 수 있기 때문에
뇌탄뿐 아니라 화염탄이나 수탄도 발사할 수 있지!"
123,TEXT_CHRHDB932_05379_HARDIBOILED_000_142,"청린수라는 물질에 인화 사고의 위험이 있다면
유사시엔 수탄으로 한 방 갈겨주면 돼."
124,TEXT_CHRHDB932_05379_HILDIBRAND_000_143,"오오, 그렇게나 편리한 것이었군요.
하지만…… 전 폭력은 반대입니다!"
125,TEXT_CHRHDB932_05379_HILDIBRAND_000_144,"가능한 한 신사적으로 사건을 해결하는 것이
이 사건해결사 힐디브랜드의 신조니까요!"
126,TEXT_CHRHDB932_05379_HARDIBOILED_000_145,"흥, 역시나 반숙 녀석이군.
조수가 붙잡혀 갔는데도 그런 소리나 하다니,
그러다 너도 내 전철을 밟는 수가……"
127,TEXT_CHRHDB932_05379_HARDIBOILED_100_145,"감상적인 이야기를 늘어놓는 건 내 취향이 아니다만,
이번 기회에 너희에게도 다 말해 주지……."
128,TEXT_CHRHDB932_05379_HARDIBOILED_000_146,"내게도 한때 조수가 있었다……
어딘가 반숙 녀석의 조수와 닮은 여자였지.
하지만 그녀는 지금 없다."
129,TEXT_CHRHDB932_05379_HARDIBOILED_000_147,"범죄왕이라 불린 '카넬리안'의 손에 죽고 말았지.
그것도, 내가 녀석에게 자비를 베푸는 바람에……."
130,TEXT_CHRHDB932_05379_HARDIBOILED_000_148,"카넬리안의 조상은 마도사였다.
일렉트로프에 의존하지 않고도 대규모 마법을 구사할 수 있지.
요즘에는 보기 드문, 막강한 마력의 소유자였어."
131,TEXT_CHRHDB932_05379_HARDIBOILED_000_149,"난 그런 위험한 상대를 조수와 함께 쫓았다.
하지만 그 녀석의 감언이설에 넘어가,
어처구니없게도 총을 거두고 말았어."
132,TEXT_CHRHDB932_05379_HARDIBOILED_000_150,"카넬리안은 그 기회를 놓치지 않고 마법을 발사했다.
조수는 날 감싸다 마법에 맞고 말았지……."
133,TEXT_CHRHDB932_05379_HARDIBOILED_000_151,"그 여자는 나를 따라서 레귤레이터를 달지 않았어.
그래, 내가 죽인 거나 다름없는 거다."
134,TEXT_CHRHDB932_05379_HILDIBRAND_000_152,"그, 그런 일이 있었다니……."
135,TEXT_CHRHDB932_05379_HARDIBOILED_000_153,"그때는 놓치고 말았지만,
나중에 결국 카넬리안을 붙잡는 데 성공했다.
하지만 녀석도 마물로 변해, 지금은 자유의 몸이 되어 버렸다."
136,TEXT_CHRHDB932_05379_HARDIBOILED_000_154,"이제 알았겠지? 악당에게 동정은 필요 없다.
그렇지 않으면 너도 언젠가 네 조수를 잃게 될 거다."
137,TEXT_CHRHDB932_05379_HARDIBOILED_000_155,"그건 그렇고, 샬로니 황야에서 파괴를 저질러 달라니
남자 연구자의 목적은 대체 뭐지……?"
138,TEXT_CHRHDB932_05379_HARDIBOILED_000_156,"됐어, 파괴범 카와헤알로가 다음에 뭘 노릴진 모르겠지만
범행 증거는 손에 넣었으니까.
자경대 녀석들에게 전해주러 가자. 위치가……."
139,TEXT_CHRHDB932_05379_HARDIBOILED_000_157,"'후사타위 역마을'에 녀석들의 본부가 있었지.
그곳으로 가자고."
140,TEXT_CHRHDB932_05379_HILDIBRAND_000_158,"할디보일드 씨에게 그렇게나 아픈 과거가 있었다니……
너무 놀라 아무 말도 할 수가 없었습니다."
141,TEXT_CHRHDB932_05379_HILDIBRAND_000_159,"조수를 잃었다니, 뭐라고 말씀드려야 할지
고민이 되더군요……."
142,TEXT_CHRHDB932_05379_Q2_000_000,뭐라고 말씀하시겠습니까?
143,TEXT_CHRHDB932_05379_A2_000_001,평소처럼 신사적으로 대하면 돼
144,TEXT_CHRHDB932_05379_A2_000_002,"고민이라니, 힐디브랜드답지 않군"
145,TEXT_CHRHDB932_05379_HILDIBRAND_000_160,"그렇군요, 맞는 말입니다.
평소처럼, 저다운 모습으로 가겠습니다……!"
146,TEXT_CHRHDB932_05379_HILDIBRAND_100_160,"나슈, 조금만 더 참으십시오……!"
147,TEXT_CHRHDB932_05379_NASHUMHAKARACCA_100_161,"냠냠 쩝쩝…… 타코……
냠냠 쩝쩝…… 너무 맛있어요~!"
148,TEXT_CHRHDB932_05379_KEMAKKA_000_160,너희들이군…… 자경대에 무슨 볼일이지?
149,TEXT_CHRHDB932_05379_KEMAKKA_000_161,"역시 그랬군…… 그게, 사실 조금 전에
자신이 파괴범이라 주장하는 자가 범행 예고장을 보내왔어.
이번엔 샬로니 역의 기관차를 파괴하겠다고 말이야."
150,TEXT_CHRHDB932_05379_KEMAKKA_000_162,"그냥 장난 편지라고 생각했는데,
자네들 말을 듣고 나니, 점점 신빙성이 생기는군."
151,TEXT_CHRHDB932_05379_HARDIBOILED_000_163,대참사가 벌어지기 전에 빨리 샬로니 역으로 가자!
