#,Unknown0,Unknown1
0,TEXT_LUCKZG001_03486_SEQ_00,"**특수 규칙:  레벨 보정**
가리크 마을에 있는 크리스타리움 상인은 우물을 사용하기 위해 모험가의 도움을 원하는 듯하다."
1,TEXT_LUCKZG001_03486_SEQ_01,
2,TEXT_LUCKZG001_03486_SEQ_02,
3,TEXT_LUCKZG001_03486_SEQ_03,
4,TEXT_LUCKZG001_03486_SEQ_04,
5,TEXT_LUCKZG001_03486_SEQ_05,
6,TEXT_LUCKZG001_03486_SEQ_06,
7,TEXT_LUCKZG001_03486_SEQ_07,
8,TEXT_LUCKZG001_03486_SEQ_08,
9,TEXT_LUCKZG001_03486_SEQ_09,
10,TEXT_LUCKZG001_03486_SEQ_10,
11,TEXT_LUCKZG001_03486_SEQ_11,
12,TEXT_LUCKZG001_03486_SEQ_12,
13,TEXT_LUCKZG001_03486_SEQ_13,
14,TEXT_LUCKZG001_03486_SEQ_14,
15,TEXT_LUCKZG001_03486_SEQ_15,
16,TEXT_LUCKZG001_03486_SEQ_16,
17,TEXT_LUCKZG001_03486_SEQ_17,
18,TEXT_LUCKZG001_03486_SEQ_18,
19,TEXT_LUCKZG001_03486_SEQ_19,
20,TEXT_LUCKZG001_03486_SEQ_20,
21,TEXT_LUCKZG001_03486_SEQ_21,
22,TEXT_LUCKZG001_03486_SEQ_22,
23,TEXT_LUCKZG001_03486_SEQ_23,
24,TEXT_LUCKZG001_03486_TODO_00,기일 길과 대화
25,TEXT_LUCKZG001_03486_TODO_01,부터  입수
26,TEXT_LUCKZG001_03486_TODO_02,기일 길에게  전달
27,TEXT_LUCKZG001_03486_TODO_03,크리스타리움 상인에게  전달
28,TEXT_LUCKZG001_03486_TODO_04,
29,TEXT_LUCKZG001_03486_TODO_05,
30,TEXT_LUCKZG001_03486_TODO_06,
31,TEXT_LUCKZG001_03486_TODO_07,
32,TEXT_LUCKZG001_03486_TODO_08,
33,TEXT_LUCKZG001_03486_TODO_09,
34,TEXT_LUCKZG001_03486_TODO_10,
35,TEXT_LUCKZG001_03486_TODO_11,
36,TEXT_LUCKZG001_03486_TODO_12,
37,TEXT_LUCKZG001_03486_TODO_13,
38,TEXT_LUCKZG001_03486_TODO_14,
