key,0,1
#,,
int32,str,str
0,"TEXT_LUCKZA015_03357_SEQ_00","<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>특수 규칙:  레벨 보정<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
직공 마을에 있는 하스텔롯은 도움이 필요한 듯하다."
1,"TEXT_LUCKZA015_03357_SEQ_01",""
2,"TEXT_LUCKZA015_03357_SEQ_02",""
3,"TEXT_LUCKZA015_03357_SEQ_03",""
4,"TEXT_LUCKZA015_03357_SEQ_04",""
5,"TEXT_LUCKZA015_03357_SEQ_05",""
6,"TEXT_LUCKZA015_03357_SEQ_06",""
7,"TEXT_LUCKZA015_03357_SEQ_07",""
8,"TEXT_LUCKZA015_03357_SEQ_08",""
9,"TEXT_LUCKZA015_03357_SEQ_09",""
10,"TEXT_LUCKZA015_03357_SEQ_10",""
11,"TEXT_LUCKZA015_03357_SEQ_11",""
12,"TEXT_LUCKZA015_03357_SEQ_12",""
13,"TEXT_LUCKZA015_03357_SEQ_13",""
14,"TEXT_LUCKZA015_03357_SEQ_14",""
15,"TEXT_LUCKZA015_03357_SEQ_15",""
16,"TEXT_LUCKZA015_03357_SEQ_16",""
17,"TEXT_LUCKZA015_03357_SEQ_17",""
18,"TEXT_LUCKZA015_03357_SEQ_18",""
19,"TEXT_LUCKZA015_03357_SEQ_19",""
20,"TEXT_LUCKZA015_03357_SEQ_20",""
21,"TEXT_LUCKZA015_03357_SEQ_21",""
22,"TEXT_LUCKZA015_03357_SEQ_22",""
23,"TEXT_LUCKZA015_03357_SEQ_23",""
24,"TEXT_LUCKZA015_03357_TODO_00","직공 마을 동쪽에서 <Sheet(EObj,2010254,0)/> 조사"
25,"TEXT_LUCKZA015_03357_TODO_01","돌새김 바위문 서쪽에서 <Sheet(EObj,2010255,0)/> 조사"
26,"TEXT_LUCKZA015_03357_TODO_02","문전촌 북서쪽에서 퇴역한 율모어군 병사와 대화하고
 공격당하면 처치"
27,"TEXT_LUCKZA015_03357_TODO_03","하스텔롯과 대화"
28,"TEXT_LUCKZA015_03357_TODO_04",""
29,"TEXT_LUCKZA015_03357_TODO_05",""
30,"TEXT_LUCKZA015_03357_TODO_06",""
31,"TEXT_LUCKZA015_03357_TODO_07",""
32,"TEXT_LUCKZA015_03357_TODO_08",""
