key,0,1
#,,
int32,str,str
0,"TEXT_STMBDR601_04586_SEQ_00","마도선 설계사는 지식신의 항구에서 쉬고 있는 듯하다."
1,"TEXT_STMBDR601_04586_SEQ_01","마도선 설계사는 라그나로크가 감청한 의문의 통신에 대해 이야기해 주었다. 라비린토스의 타우마제인에 있는 '마도선 설계사'와 대화하자."
2,"TEXT_STMBDR601_04586_SEQ_02","갈론드 아이언웍스 사의 사원들과 함께, 말을 할 수 있게 된 오메가와 합류했다. 타우마제인에 있는 '오메가'와 대화하자."
3,"TEXT_STMBDR601_04586_SEQ_03","오메가의 제안으로 라자한에 가게 되었다. 라자한의 에테라이트 광장에 있는 '오메가'와 대화하고 동행하자."
4,"TEXT_STMBDR601_04586_SEQ_04","오메가와 알파를 동행하여 출발했다. 이들과 동행한 상태로 라자한의 카마 구역에 있는 주민 3명과 대화하자.

※ 동행 상태가 해제되었을 경우, 에테라이트 광장에 있는 '오메가'나 '알파'에게 말을 걸면 동행을 다시 시작할 수 있습니다."
5,"TEXT_STMBDR601_04586_SEQ_05","주민들에게 이야기를 들었다. 카마 구역의 지정 지점에서 동행 중인 '오메가'와 대화하자."
6,"TEXT_STMBDR601_04586_SEQ_06","오메가는 탐문을 계속하기로 결정했다. 오메가, 알파와 동행한 상태로 라자한의 루베이다 섬유국에 있는 '지나바하'와 대화하자."
7,"TEXT_STMBDR601_04586_SEQ_07","지나바하와 대화했다. 오메가, 알파와 동행한 상태로 루베이다 섬유국 근처에 있는 '나쉬반'을 찾자."
8,"TEXT_STMBDR601_04586_SEQ_08","나쉬반을 찾았다. 종말의 혼란 속에 아들을 잃고, 자신을 지켜준 아히완도 구하지 못한 죄책감 때문에 깊은 슬픔에 빠져 있는 나쉬반. 오메가는 그가 다시 일어설 수 있었던 이유를 이해하지 못한 듯하지만, 계속해서 배우고 싶은 의지는 있다고 한다. 종말과 관련된 여행을 되돌아보면서 오메가와 마음에 대해 생각해 보자."
9,"TEXT_STMBDR601_04586_SEQ_09",""
10,"TEXT_STMBDR601_04586_SEQ_10",""
11,"TEXT_STMBDR601_04586_SEQ_11",""
12,"TEXT_STMBDR601_04586_SEQ_12",""
13,"TEXT_STMBDR601_04586_SEQ_13",""
14,"TEXT_STMBDR601_04586_SEQ_14",""
