key,0,1
#,,
int32,str,str
0,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_000","넌…… 여기에 온 지 얼마 안 되었구나?
놀고 싶은 마음은 이해하지만
일단은 주인과 친해져야지."
1,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_010","오, 나와 다시
'하이 앤 로우'를 해 볼래?
난 언제든지 대환영이야."
2,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_020","호오…… 추방된 후에도 놀러 온 거야?
좋아, 아무한테도 말하지 않고 상대해 주마."
3,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_040","윽…… 아직도 골이 울리는 느낌이야…….
미안하지만 재밌는 건 다음에 하자고……."
4,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_050","이런 때든, 어떤 때든
내가 너에게 해 줄 일은 바뀌지 않아.
……여기서 잠깐 한숨 돌리고 갈래?"
5,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_060","밤이란 상상했던 것보다 훨씬 달콤하구나.
딱 내 취향이라 매일 해가 지는 게 기대될 정도야.
물론 네가 오는 것도 늘 기대되고 말이야……."
6,"TEXT_REGNOR4TISTABIE_00612_Q1_000_500","어떻게 하시겠습니까?"
7,"TEXT_REGNOR4TISTABIE_00612_A1_000_501","'하이 앤 로우'로 대결하자!"
8,"TEXT_REGNOR4TISTABIE_00612_A1_000_502","다음에"
9,"TEXT_REGNOR4TISTABIE_00612_A1_000_503","규칙 확인"
10,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_510","'하이 앤 로우'는
자신이 받은 3장의 카드에 적힌 숫자의 합계가
상대의 합계보다 높을지 낮을지 예상하는 게임입니다."
11,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_511","본 게임에서는 1~9의 숫자가 적힌 카드를 사용합니다.
같은 숫자가 중복되는 경우는 없습니다."
12,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_512","예상이 적중하면 승리합니다.
만약 양측의 카드 합계치가 동일한 경우에는
처음부터 다시 시작합니다."
13,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_520","흐음, 게임을 하고 싶은 게 아니라
그냥 나한테 말을 걸고 싶었나 보네?
그건 그거대로 기쁜걸."
14,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_530","좋아, 대환영이야.
당장 시작해 볼까……."
15,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_531","그럼 3장씩 카드를 나눠 줄게.
넌 그중 1장을 뒤집고, 난 2장을 뒤집을 거야."
16,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_532","자…….
네 카드의 합계가 내 카드의 합계보다
낮을까? 아니면 높을까?"
17,"TEXT_REGNOR4TISTABIE_00612_Q2_000_533","상대의 카드 합계보다……"
18,"TEXT_REGNOR4TISTABIE_00612_A2_000_534","낮아!"
19,"TEXT_REGNOR4TISTABIE_00612_A2_000_535","높아!"
20,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_536","호오, '낮다'고 생각하는구나?
그럼 답을 확인해 볼까."
21,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_537","호오, '높다'고 생각하는구나?
그럼 답을 확인해 볼까."
22,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_538","내 카드의 숫자 합계는 '<Value>IntegerParameter(1)</Value>'.
자, 네 카드는……?"
23,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_539","'<Value>IntegerParameter(1)</Value>'!"
24,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_540","축하해. 네 예상이 적중했어."
25,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_541","네 직감이 날카로워진 건지 아니면 행운이 네 편인 건지…….
어느 쪽이든 오늘은 너에게 좋은 날인가 보네."
26,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_100_541","이봐, 그 행운이 언제까지 이어질지…… 시험해 보고 싶지 않아?
다음에는 더 통쾌하게 이길지도 모르잖아."
27,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_110_541","이 대결은 내가 진 셈이로군.
……그런 의미에서 한 판 더 어때?
눈물의 도전을 받아 주지 않겠어……?"
28,"TEXT_REGNOR4TISTABIE_00612_Q3_120_541","재대결하시겠습니까?"
29,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_130_541","후후, 좋았어.
조금만 더 이 시간을 함께 즐기자."
30,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_140_541","섭섭하지만 영리한 선택이야.
이겼을 때는 도망치는 게 제일이지."
31,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_542","……네 예상은 빗나갔어.
안타깝게도 나의 승리야."
32,"TEXT_REGNOR4TISTABIE_00612_Q4_000_543","다시 도전하시겠습니까?"
33,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_544","하하, 귀엽기도 하지.
물론 그 도전, 받아들일게."
34,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_545","지금은 생각이 없나 보구나?
난 대결이라면 언제든지 환영이야."
35,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_546","앗, 합계가 똑같네.
우연의 일치는 기쁘지만 대결을 다시 시작해야 해."
36,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_030","（★未使用／削除予定★）"
37,"TEXT_REGNOR4TISTABIE_00612_TISTABIE_000_543","（★未使用／削除予定★）"
