#,Unknown0,Unknown1
0,TEXT_SUBWIL038_00230_SEQ_00,키키푸는 자기를 대신하여 부동산 업자와 교섭해줄 사람을 찾고 있는 듯하다.
1,TEXT_SUBWIL038_00230_SEQ_01,"은 장터를 매수하기 위한 교섭을 하러 부동산 업자 켄릭이 키키푸 앞에 나타났다. 키키푸가 교섭을 거부하는 동안, 켄릭의 경호원이 은 장터에 있는 건물 곳곳에 '차압 딱지'를 붙여버린 모양이다. 차압 딱지를 떼어내고 켄릭의 경호원을 쓰러뜨리자."
2,TEXT_SUBWIL038_00230_SEQ_02,'차압 딱지'를 떼어내고 켄릭의 경호원을 쓰러뜨렸다. 문 앞에서 철거업자를 기다리는 켄릭에게 '차압 딱지'를 돌려주자.
3,TEXT_SUBWIL038_00230_SEQ_03,"'차압 딱지'를 켄릭에게 돌려주자, 그는 모험가가 경호원을 쓰러뜨렸다는 것에 놀라 도망쳐 버렸다. 키키푸에게 보고하러 가자."
4,TEXT_SUBWIL038_00230_SEQ_04,키키푸도 도움을 준 모험가에게 서투나마 감사의 마음을 표현했다. 그녀의 마음은 다른 주민들에게도 전해진 것 같다. 그녀는 앞으로도 소중한 은 장터를 지켜나갈 것이다. '모모디에게 보내는 편지'를 울다하 '모래늪'에 있는 '모모디'에게 전달하자.
5,TEXT_SUBWIL038_00230_SEQ_05,"모모디에게 키키푸가 보낸 편지를 건넸다. 모모디와 키키푸는 오랜 친구로, 매우 사이가 좋았다고 한다. 그녀가 있으면 은 장터는 걱정 없을 것이다."
6,TEXT_SUBWIL038_00230_SEQ_06,
7,TEXT_SUBWIL038_00230_SEQ_07,
8,TEXT_SUBWIL038_00230_SEQ_08,
9,TEXT_SUBWIL038_00230_SEQ_09,
10,TEXT_SUBWIL038_00230_SEQ_10,
11,TEXT_SUBWIL038_00230_SEQ_11,
12,TEXT_SUBWIL038_00230_SEQ_12,
13,TEXT_SUBWIL038_00230_SEQ_13,
14,TEXT_SUBWIL038_00230_SEQ_14,
15,TEXT_SUBWIL038_00230_SEQ_15,
16,TEXT_SUBWIL038_00230_SEQ_16,
17,TEXT_SUBWIL038_00230_SEQ_17,
18,TEXT_SUBWIL038_00230_SEQ_18,
19,TEXT_SUBWIL038_00230_SEQ_19,
20,TEXT_SUBWIL038_00230_SEQ_20,
21,TEXT_SUBWIL038_00230_SEQ_21,
22,TEXT_SUBWIL038_00230_SEQ_22,
23,TEXT_SUBWIL038_00230_SEQ_23,
24,TEXT_SUBWIL038_00230_TODO_00,차압 딱지 떼기
25,TEXT_SUBWIL038_00230_TODO_01,켄릭에게 차압 딱지 전달
26,TEXT_SUBWIL038_00230_TODO_02,키키푸와 대화
27,TEXT_SUBWIL038_00230_TODO_03,모래늪에서 모모디에게 '모모디에게 보내는 편지' 전달
28,TEXT_SUBWIL038_00230_TODO_04,
29,TEXT_SUBWIL038_00230_TODO_05,
30,TEXT_SUBWIL038_00230_TODO_06,
31,TEXT_SUBWIL038_00230_TODO_07,
32,TEXT_SUBWIL038_00230_TODO_08,
33,TEXT_SUBWIL038_00230_TODO_09,
34,TEXT_SUBWIL038_00230_TODO_10,
35,TEXT_SUBWIL038_00230_TODO_11,
36,TEXT_SUBWIL038_00230_TODO_12,
37,TEXT_SUBWIL038_00230_TODO_13,
38,TEXT_SUBWIL038_00230_TODO_14,
39,TEXT_SUBWIL038_00230_TODO_15,
40,TEXT_SUBWIL038_00230_TODO_16,
41,TEXT_SUBWIL038_00230_TODO_17,
42,TEXT_SUBWIL038_00230_TODO_18,
43,TEXT_SUBWIL038_00230_TODO_19,
44,TEXT_SUBWIL038_00230_TODO_20,
45,TEXT_SUBWIL038_00230_TODO_21,
46,TEXT_SUBWIL038_00230_TODO_22,
47,TEXT_SUBWIL038_00230_TODO_23,
