key,0,1
#,,
int32,str,str
0,"TEXT_CLSGLD530_02071_SEQ_00","보석점 '에쉬템'의 마르셀은 오르골 제작 계획을 세우고 싶은 듯하다."
1,"TEXT_CLSGLD530_02071_SEQ_01","오르골을 만들기 전에 외형을 먼저 결정하기로 했다. 울다하 '사파이어길 국제시장'에 있는 '영롱한 봉우리'와 대화하자."
2,"TEXT_CLSGLD530_02071_SEQ_02","영롱한 봉우리와 대화했다. 보석점 '에쉬템'에 있는 '마르셀'에게 상담 내용을 보고하자."
3,"TEXT_CLSGLD530_02071_SEQ_03","본격적으로 오르골을 제작하기 전에 붉은 보석과 푸른 보석을 사용한 장신구를 시범적으로 만들기로 했다. <Sheet(Item,11068,0)/><13>FF0F02280BFF054974656DF22B3C0103FF04EBA5BCFF04EC9D84</13> 제작하여 보석점 '에쉬템'에 있는 '마르셀'에게 납품하자."
4,"TEXT_CLSGLD530_02071_SEQ_04","마르셀에게 <Sheet(Item,11068,0)/><13>FF0F02280BFF054974656DF22B3C0103FF04EBA5BCFF04EC9D84</13> 납품했다. 눈에 보이지 않는 '마음'을 표현하려면 높은 '기술'이 필요하다고 한다. 마르셀은 최고의 기량을 갖춘 모험가에게 기대하고 있다. 그 기대를 저버리지 않도록 보석공예가로서 더욱 열심히 노력하자.

※ 보석공예가 레벨이 55 이상 되면 보석점 '에쉬템'에 있는 마르셀에게 다음 보석공예가 퀘스트를 받을 수 있습니다."
5,"TEXT_CLSGLD530_02071_SEQ_05",""
6,"TEXT_CLSGLD530_02071_SEQ_06",""
7,"TEXT_CLSGLD530_02071_SEQ_07",""
8,"TEXT_CLSGLD530_02071_SEQ_08",""
9,"TEXT_CLSGLD530_02071_SEQ_09",""
10,"TEXT_CLSGLD530_02071_SEQ_10",""
11,"TEXT_CLSGLD530_02071_SEQ_11",""
12,"TEXT_CLSGLD530_02071_SEQ_12",""
13,"TEXT_CLSGLD530_02071_SEQ_13",""
14,"TEXT_CLSGLD530_02071_SEQ_14",""
15,"TEXT_CLSGLD530_02071_SEQ_15",""
16,"TEXT_CLSGLD530_02071_SEQ_16",""
17,"TEXT_CLSGLD530_02071_SEQ_17",""
18,"TEXT_CLSGLD530_02071_SEQ_18",""
19,"TEXT_CLSGLD530_02071_SEQ_19",""
